ID;NAMA PRODUK;VARIAN;NAMA FILE FOTO (ISI DISINI)
lain-025-8;Notebook A5 / NOTEBOOK SPIRAL / NOTEBOOK MOTIF / NOTEBOOK KRAFT;THANKYOU,HARDCOVER;
lain-025-9;Notebook A5 / NOTEBOOK SPIRAL / NOTEBOOK MOTIF / NOTEBOOK KRAFT;THANKYOU,SOFT COVER;
lain-026;Box Serbaguna / Box Arsip / Box besar coklat / Kardus Besar;Standard;
lain-027-1;Box Gable Kraft / Box Kraft jinjing / Box Coklat / Tas kraft Box / Box Kraft jinjing takeaway / Box Jinjing;Biru,22 x 8 x 12;
lain-027-10;Box Gable Kraft / Box Kraft jinjing / Box Coklat / Tas kraft Box / Box Kraft jinjing takeaway / Box Jinjing;Merah,22 x 8 x 12;
lain-027-11;Box Gable Kraft / Box Kraft jinjing / Box Coklat / Tas kraft Box / Box Kraft jinjing takeaway / Box Jinjing;Hitam,22 x 8 x 12;
lain-027-2;Box Gable Kraft / Box Kraft jinjing / Box Coklat / Tas kraft Box / Box Kraft jinjing takeaway / Box Jinjing;Hijau Muda,22 x 8 x 12;
lain-027-3;Box Gable Kraft / Box Kraft jinjing / Box Coklat / Tas kraft Box / Box Kraft jinjing takeaway / Box Jinjing;Hijau Botol,22 x 8 x 12;
lain-027-4;Box Gable Kraft / Box Kraft jinjing / Box Coklat / Tas kraft Box / Box Kraft jinjing takeaway / Box Jinjing;Natural,22 x 8 x 12;
lain-027-5;Box Gable Kraft / Box Kraft jinjing / Box Coklat / Tas kraft Box / Box Kraft jinjing takeaway / Box Jinjing;Kuning,22 x 8 x 12;
lain-027-6;Box Gable Kraft / Box Kraft jinjing / Box Coklat / Tas kraft Box / Box Kraft jinjing takeaway / Box Jinjing;Toska,22 x 8 x 12;
lain-027-7;Box Gable Kraft / Box Kraft jinjing / Box Coklat / Tas kraft Box / Box Kraft jinjing takeaway / Box Jinjing;Mika,22 x 8 x 12;
lain-027-8;Box Gable Kraft / Box Kraft jinjing / Box Coklat / Tas kraft Box / Box Kraft jinjing takeaway / Box Jinjing;Maroon,22 x 8 x 12;
lain-027-9;Box Gable Kraft / Box Kraft jinjing / Box Coklat / Tas kraft Box / Box Kraft jinjing takeaway / Box Jinjing;Coklat Natural,22 x 8 x 12;
lain-028;(50pcs) Ready Stok!!! Greeting Card Lebaran / Kartu Ucapan Idul Fitri / Kartu Ucapan Lebaran / Kartu Ucapan/ Greeting Card / Hangtag Lebaran / Kartu Ucapan;Standard;
lain-029-1;Hardbox / Box Sanggan / Box Seserahan / Box Mika pita / Box Hampers;Merah,22x22x20;
lain-029-2;Hardbox / Box Sanggan / Box Seserahan / Box Mika pita / Box Hampers;Merah,17x17x10;
lain-029-3;Hardbox / Box Sanggan / Box Seserahan / Box Mika pita / Box Hampers;Merah,17x17x20;
lain-029-4;Hardbox / Box Sanggan / Box Seserahan / Box Mika pita / Box Hampers;Merah,22x22x10;
lain-029-5;Hardbox / Box Sanggan / Box Seserahan / Box Mika pita / Box Hampers;Merah,25x25x10;
lain-029-6;Hardbox / Box Sanggan / Box Seserahan / Box Mika pita / Box Hampers;Merah,25x25x20;
lain-029-7;Hardbox / Box Sanggan / Box Seserahan / Box Mika pita / Box Hampers;Merah,24x17x10;
lain-029-8;Hardbox / Box Sanggan / Box Seserahan / Box Mika pita / Box Hampers;Merah,24x17x20;
lain-030-1;Hardbox / Hardbox Pita / Box Hampers / Gift Box;Hardbox+motif,Warna lain;
lain-030-2;Hardbox / Hardbox Pita / Box Hampers / Gift Box;Hardbox+motif,Merah;
lain-030-3;Hardbox / Hardbox Pita / Box Hampers / Gift Box;Hardbox polos,Hijau;
lain-030-4;Hardbox / Hardbox Pita / Box Hampers / Gift Box;Hardbox polos,Ungu;
lain-030-5;Hardbox / Hardbox Pita / Box Hampers / Gift Box;Hardbox polos,Warna lain;
lain-030-6;Hardbox / Hardbox Pita / Box Hampers / Gift Box;Hardbox polos,Merah;
lain-030-7;Hardbox / Hardbox Pita / Box Hampers / Gift Box;Hardbox+motif,Hijau;
lain-030-8;Hardbox / Hardbox Pita / Box Hampers / Gift Box;Hardbox+motif,Ungu;
lain-031-1;Box Kemasan Tabung / Box Souvernir/ Box Tabung motif;Merah Batik,Tinggi 16cm;
lain-031-10;Box Kemasan Tabung / Box Souvernir/ Box Tabung motif;Merah Batik,Tinggi 11cm;
lain-031-11;Box Kemasan Tabung / Box Souvernir/ Box Tabung motif;Hitam,Tinggi 11cm;
lain-031-12;Box Kemasan Tabung / Box Souvernir/ Box Tabung motif;Hijau polos,Tinggi 16cm;
lain-031-13;Box Kemasan Tabung / Box Souvernir/ Box Tabung motif;Merah putih,Tinggi 11cm;
lain-031-14;Box Kemasan Tabung / Box Souvernir/ Box Tabung motif;Merah polos,Tinggi 11cm;
lain-031-15;Box Kemasan Tabung / Box Souvernir/ Box Tabung motif;Merah Batik,Tinggi 9cm;
lain-031-16;Box Kemasan Tabung / Box Souvernir/ Box Tabung motif;Hitam,Tinggi 9cm;
lain-031-17;Box Kemasan Tabung / Box Souvernir/ Box Tabung motif;Pink,Tinggi 9cm;
lain-031-18;Box Kemasan Tabung / Box Souvernir/ Box Tabung motif;Biru,Tinggi 9cm;
lain-031-19;Box Kemasan Tabung / Box Souvernir/ Box Tabung motif;Merah polos,Tinggi 9cm;
lain-031-2;Box Kemasan Tabung / Box Souvernir/ Box Tabung motif;Merah putih,Tinggi 16cm;
lain-031-20;Box Kemasan Tabung / Box Souvernir/ Box Tabung motif;Natur paper,Tinggi 11cm;
lain-031-21;Box Kemasan Tabung / Box Souvernir/ Box Tabung motif;Biru,Tinggi 11cm;
lain-031-22;Box Kemasan Tabung / Box Souvernir/ Box Tabung motif;Pink,Tinggi 16cm;
lain-031-23;Box Kemasan Tabung / Box Souvernir/ Box Tabung motif;Biru,Tinggi 16cm;
lain-031-24;Box Kemasan Tabung / Box Souvernir/ Box Tabung motif;Natur paper,Tinggi 9cm;
lain-031-25;Box Kemasan Tabung / Box Souvernir/ Box Tabung motif;Merah putih,Tinggi 9cm;
lain-031-26;Box Kemasan Tabung / Box Souvernir/ Box Tabung motif;Hijau polos,Tinggi 9cm;
lain-031-27;Box Kemasan Tabung / Box Souvernir/ Box Tabung motif;Putih,Tinggi 9cm;
lain-031-28;Box Kemasan Tabung / Box Souvernir/ Box Tabung motif;Natur paper,Tinggi 16cm;
lain-031-29;Box Kemasan Tabung / Box Souvernir/ Box Tabung motif;Putih,Tinggi 11cm;
lain-031-3;Box Kemasan Tabung / Box Souvernir/ Box Tabung motif;Hijau Batik,Tinggi 11cm;
lain-031-30;Box Kemasan Tabung / Box Souvernir/ Box Tabung motif;Putih,Tinggi 16cm;
lain-031-4;Box Kemasan Tabung / Box Souvernir/ Box Tabung motif;Hijau polos,Tinggi 11cm;
lain-031-5;Box Kemasan Tabung / Box Souvernir/ Box Tabung motif;Pink,Tinggi 11cm;
lain-031-6;Box Kemasan Tabung / Box Souvernir/ Box Tabung motif;Hitam,Tinggi 16cm;
lain-031-7;Box Kemasan Tabung / Box Souvernir/ Box Tabung motif;Hijau Batik,Tinggi 9cm;
lain-031-8;Box Kemasan Tabung / Box Souvernir/ Box Tabung motif;Merah polos,Tinggi 16cm;
lain-031-9;Box Kemasan Tabung / Box Souvernir/ Box Tabung motif;Hijau Batik,Tinggi 16cm;
lain-032-1;Box Hampers/ Cake Box Kotak Mika / Box Kue Tart / Dus Kue / Kotak Kue Transparan / Gift Box Kekinian;Merah,17x17x25;
lain-032-10;Box Hampers/ Cake Box Kotak Mika / Box Kue Tart / Dus Kue / Kotak Kue Transparan / Gift Box Kekinian;Hijau,17x17x20;
lain-032-11;Box Hampers/ Cake Box Kotak Mika / Box Kue Tart / Dus Kue / Kotak Kue Transparan / Gift Box Kekinian;Hijau,30 x 30 x 20;
lain-032-12;Box Hampers/ Cake Box Kotak Mika / Box Kue Tart / Dus Kue / Kotak Kue Transparan / Gift Box Kekinian;Hijau,24,5x24,5x20;
lain-032-13;Box Hampers/ Cake Box Kotak Mika / Box Kue Tart / Dus Kue / Kotak Kue Transparan / Gift Box Kekinian;Merah,24,5x24,5x14;
lain-032-14;Box Hampers/ Cake Box Kotak Mika / Box Kue Tart / Dus Kue / Kotak Kue Transparan / Gift Box Kekinian;Hijau,30 x 30 x 25;
lain-032-15;Box Hampers/ Cake Box Kotak Mika / Box Kue Tart / Dus Kue / Kotak Kue Transparan / Gift Box Kekinian;Merah,17x17x14;
lain-032-16;Box Hampers/ Cake Box Kotak Mika / Box Kue Tart / Dus Kue / Kotak Kue Transparan / Gift Box Kekinian;Merah,17x17x20;
lain-032-17;Box Hampers/ Cake Box Kotak Mika / Box Kue Tart / Dus Kue / Kotak Kue Transparan / Gift Box Kekinian;Hijau,20x20x14;
lain-032-18;Box Hampers/ Cake Box Kotak Mika / Box Kue Tart / Dus Kue / Kotak Kue Transparan / Gift Box Kekinian;Hijau,24,5x,24,5x30;
lain-032-19;Box Hampers/ Cake Box Kotak Mika / Box Kue Tart / Dus Kue / Kotak Kue Transparan / Gift Box Kekinian;Hijau,17x17x14;
lain-032-2;Box Hampers/ Cake Box Kotak Mika / Box Kue Tart / Dus Kue / Kotak Kue Transparan / Gift Box Kekinian;Hijau,20x20x30;
lain-032-20;Box Hampers/ Cake Box Kotak Mika / Box Kue Tart / Dus Kue / Kotak Kue Transparan / Gift Box Kekinian;Merah,30 x 30 x 25;
lain-032-21;Box Hampers/ Cake Box Kotak Mika / Box Kue Tart / Dus Kue / Kotak Kue Transparan / Gift Box Kekinian;Merah,30 x 30 x 14;
lain-032-22;Box Hampers/ Cake Box Kotak Mika / Box Kue Tart / Dus Kue / Kotak Kue Transparan / Gift Box Kekinian;Hijau,24,5x24,5x14;
lain-032-23;Box Hampers/ Cake Box Kotak Mika / Box Kue Tart / Dus Kue / Kotak Kue Transparan / Gift Box Kekinian;Merah,24,5x24,5x25;
lain-032-24;Box Hampers/ Cake Box Kotak Mika / Box Kue Tart / Dus Kue / Kotak Kue Transparan / Gift Box Kekinian;Hijau,30 x 30 x 30;
lain-032-25;Box Hampers/ Cake Box Kotak Mika / Box Kue Tart / Dus Kue / Kotak Kue Transparan / Gift Box Kekinian;Hijau,20x20x20;
lain-032-26;Box Hampers/ Cake Box Kotak Mika / Box Kue Tart / Dus Kue / Kotak Kue Transparan / Gift Box Kekinian;Merah,24,5x24,5x20;
lain-032-27;Box Hampers/ Cake Box Kotak Mika / Box Kue Tart / Dus Kue / Kotak Kue Transparan / Gift Box Kekinian;Hijau,17x17x30;
lain-032-28;Box Hampers/ Cake Box Kotak Mika / Box Kue Tart / Dus Kue / Kotak Kue Transparan / Gift Box Kekinian;Merah,20x20x30;
lain-032-29;Box Hampers/ Cake Box Kotak Mika / Box Kue Tart / Dus Kue / Kotak Kue Transparan / Gift Box Kekinian;Hijau,30 x 30 x 14;
lain-032-3;Box Hampers/ Cake Box Kotak Mika / Box Kue Tart / Dus Kue / Kotak Kue Transparan / Gift Box Kekinian;Merah,20x20x25;
lain-032-30;Box Hampers/ Cake Box Kotak Mika / Box Kue Tart / Dus Kue / Kotak Kue Transparan / Gift Box Kekinian;Hijau,24,5x24,5x25;
lain-032-31;Box Hampers/ Cake Box Kotak Mika / Box Kue Tart / Dus Kue / Kotak Kue Transparan / Gift Box Kekinian;Merah,30 x 30 x 20;
lain-032-32;Box Hampers/ Cake Box Kotak Mika / Box Kue Tart / Dus Kue / Kotak Kue Transparan / Gift Box Kekinian;Merah,24,5x,24,5x30;
lain-032-4;Box Hampers/ Cake Box Kotak Mika / Box Kue Tart / Dus Kue / Kotak Kue Transparan / Gift Box Kekinian;Merah,20x20x20;
lain-032-5;Box Hampers/ Cake Box Kotak Mika / Box Kue Tart / Dus Kue / Kotak Kue Transparan / Gift Box Kekinian;Merah,17x17x30;
lain-032-6;Box Hampers/ Cake Box Kotak Mika / Box Kue Tart / Dus Kue / Kotak Kue Transparan / Gift Box Kekinian;Merah,30 x 30 x 30;
lain-032-7;Box Hampers/ Cake Box Kotak Mika / Box Kue Tart / Dus Kue / Kotak Kue Transparan / Gift Box Kekinian;Merah,20x20x14;
lain-032-8;Box Hampers/ Cake Box Kotak Mika / Box Kue Tart / Dus Kue / Kotak Kue Transparan / Gift Box Kekinian;Hijau,20x20x25;
lain-032-9;Box Hampers/ Cake Box Kotak Mika / Box Kue Tart / Dus Kue / Kotak Kue Transparan / Gift Box Kekinian;Hijau,17x17x25;
lain-033-1;Box Hampers / Box kue /Box Mika / Box Cupcakes / Box Sanggan / Box Seserahan / Box Kue / Box Souvenir / Box Mika Hitam;Maroon,Cup 9 t:20;
lain-033-10;Box Hampers / Box kue /Box Mika / Box Cupcakes / Box Sanggan / Box Seserahan / Box Kue / Box Souvenir / Box Mika Hitam;Gold,Cup isi 16;
lain-033-11;Box Hampers / Box kue /Box Mika / Box Cupcakes / Box Sanggan / Box Seserahan / Box Kue / Box Souvenir / Box Mika Hitam;Hijau,Cup isi 6 t:12;
lain-033-12;Box Hampers / Box kue /Box Mika / Box Cupcakes / Box Sanggan / Box Seserahan / Box Kue / Box Souvenir / Box Mika Hitam;Gold,Cup isi 12;
lain-033-13;Box Hampers / Box kue /Box Mika / Box Cupcakes / Box Sanggan / Box Seserahan / Box Kue / Box Souvenir / Box Mika Hitam;Merah,Cup isi 6 t:12;
lain-033-14;Box Hampers / Box kue /Box Mika / Box Cupcakes / Box Sanggan / Box Seserahan / Box Kue / Box Souvenir / Box Mika Hitam;Putih,Cup isi 12;
lain-033-15;Box Hampers / Box kue /Box Mika / Box Cupcakes / Box Sanggan / Box Seserahan / Box Kue / Box Souvenir / Box Mika Hitam;Gold,Cup isi 9 t:12 cm;
lain-033-16;Box Hampers / Box kue /Box Mika / Box Cupcakes / Box Sanggan / Box Seserahan / Box Kue / Box Souvenir / Box Mika Hitam;Hitam,Cup isi 12;
lain-033-17;Box Hampers / Box kue /Box Mika / Box Cupcakes / Box Sanggan / Box Seserahan / Box Kue / Box Souvenir / Box Mika Hitam;Merah,Cup isi 16;
lain-033-18;Box Hampers / Box kue /Box Mika / Box Cupcakes / Box Sanggan / Box Seserahan / Box Kue / Box Souvenir / Box Mika Hitam;Merah,Cup isi 9 t:12 cm;
lain-033-19;Box Hampers / Box kue /Box Mika / Box Cupcakes / Box Sanggan / Box Seserahan / Box Kue / Box Souvenir / Box Mika Hitam;Gold,Cup isi 4;
lain-033-2;Box Hampers / Box kue /Box Mika / Box Cupcakes / Box Sanggan / Box Seserahan / Box Kue / Box Souvenir / Box Mika Hitam;Merah,Cup isi 4;
lain-033-20;Box Hampers / Box kue /Box Mika / Box Cupcakes / Box Sanggan / Box Seserahan / Box Kue / Box Souvenir / Box Mika Hitam;Hijau,Cup isi 9 t:12 cm;
lain-033-21;Box Hampers / Box kue /Box Mika / Box Cupcakes / Box Sanggan / Box Seserahan / Box Kue / Box Souvenir / Box Mika Hitam;Maroon,Cup isi 6 t:12;
lain-033-22;Box Hampers / Box kue /Box Mika / Box Cupcakes / Box Sanggan / Box Seserahan / Box Kue / Box Souvenir / Box Mika Hitam;Maroon,Cup isi 4;
lain-033-23;Box Hampers / Box kue /Box Mika / Box Cupcakes / Box Sanggan / Box Seserahan / Box Kue / Box Souvenir / Box Mika Hitam;Gold,Cup isi 6 t:12;
lain-033-24;Box Hampers / Box kue /Box Mika / Box Cupcakes / Box Sanggan / Box Seserahan / Box Kue / Box Souvenir / Box Mika Hitam;Putih,Cup isi 4;
lain-033-25;Box Hampers / Box kue /Box Mika / Box Cupcakes / Box Sanggan / Box Seserahan / Box Kue / Box Souvenir / Box Mika Hitam;Hijau,Cup 9 t:20;
lain-033-26;Box Hampers / Box kue /Box Mika / Box Cupcakes / Box Sanggan / Box Seserahan / Box Kue / Box Souvenir / Box Mika Hitam;Hijau,Cup isi 12;
lain-033-27;Box Hampers / Box kue /Box Mika / Box Cupcakes / Box Sanggan / Box Seserahan / Box Kue / Box Souvenir / Box Mika Hitam;Gold,Cup 9 t:20;
lain-033-28;Box Hampers / Box kue /Box Mika / Box Cupcakes / Box Sanggan / Box Seserahan / Box Kue / Box Souvenir / Box Mika Hitam;Hitam,Cup isi 4;
lain-033-29;Box Hampers / Box kue /Box Mika / Box Cupcakes / Box Sanggan / Box Seserahan / Box Kue / Box Souvenir / Box Mika Hitam;Hijau,Cup isi 4;
lain-033-3;Box Hampers / Box kue /Box Mika / Box Cupcakes / Box Sanggan / Box Seserahan / Box Kue / Box Souvenir / Box Mika Hitam;Putih,Cup isi 6 t:12;
lain-033-30;Box Hampers / Box kue /Box Mika / Box Cupcakes / Box Sanggan / Box Seserahan / Box Kue / Box Souvenir / Box Mika Hitam;Hijau,Cup isi 16;
lain-033-31;Box Hampers / Box kue /Box Mika / Box Cupcakes / Box Sanggan / Box Seserahan / Box Kue / Box Souvenir / Box Mika Hitam;Hitam,Cup 9 t:20;
lain-033-32;Box Hampers / Box kue /Box Mika / Box Cupcakes / Box Sanggan / Box Seserahan / Box Kue / Box Souvenir / Box Mika Hitam;Putih,Cup isi 16;
lain-033-33;Box Hampers / Box kue /Box Mika / Box Cupcakes / Box Sanggan / Box Seserahan / Box Kue / Box Souvenir / Box Mika Hitam;Hitam,Cup isi 9 t:12 cm;
lain-033-34;Box Hampers / Box kue /Box Mika / Box Cupcakes / Box Sanggan / Box Seserahan / Box Kue / Box Souvenir / Box Mika Hitam;Merah,Cup 9 t:20;
lain-033-35;Box Hampers / Box kue /Box Mika / Box Cupcakes / Box Sanggan / Box Seserahan / Box Kue / Box Souvenir / Box Mika Hitam;Hitam,Cup isi 6 t:12;
lain-033-36;Box Hampers / Box kue /Box Mika / Box Cupcakes / Box Sanggan / Box Seserahan / Box Kue / Box Souvenir / Box Mika Hitam;Merah,Cup isi 12;
lain-033-4;Box Hampers / Box kue /Box Mika / Box Cupcakes / Box Sanggan / Box Seserahan / Box Kue / Box Souvenir / Box Mika Hitam;Hitam,Cup isi 16;
lain-033-5;Box Hampers / Box kue /Box Mika / Box Cupcakes / Box Sanggan / Box Seserahan / Box Kue / Box Souvenir / Box Mika Hitam;Maroon,Cup isi 12;
lain-033-6;Box Hampers / Box kue /Box Mika / Box Cupcakes / Box Sanggan / Box Seserahan / Box Kue / Box Souvenir / Box Mika Hitam;Putih,Cup isi 9 t:12 cm;
lain-033-7;Box Hampers / Box kue /Box Mika / Box Cupcakes / Box Sanggan / Box Seserahan / Box Kue / Box Souvenir / Box Mika Hitam;Maroon,Cup isi 9 t:12 cm;
lain-033-8;Box Hampers / Box kue /Box Mika / Box Cupcakes / Box Sanggan / Box Seserahan / Box Kue / Box Souvenir / Box Mika Hitam;Putih,Cup 9 t:20;
lain-033-9;Box Hampers / Box kue /Box Mika / Box Cupcakes / Box Sanggan / Box Seserahan / Box Kue / Box Souvenir / Box Mika Hitam;Maroon,Cup isi 16;
lain-034-1;Kotak Dus Roll Cake / Kotak Spiku / Kotak Bolu Gulung / Kotak Brownis / Cake Box / Dus Bolu;Merah,30 x 9,5 x 7,5;
lain-034-2;Kotak Dus Roll Cake / Kotak Spiku / Kotak Bolu Gulung / Kotak Brownis / Cake Box / Dus Bolu;Merah,28x10x7,5;
lain-034-3;Kotak Dus Roll Cake / Kotak Spiku / Kotak Bolu Gulung / Kotak Brownis / Cake Box / Dus Bolu;Coklat muda,28x10x7,5;
lain-034-4;Kotak Dus Roll Cake / Kotak Spiku / Kotak Bolu Gulung / Kotak Brownis / Cake Box / Dus Bolu;Hijau,28x10x7,5;
lain-034-5;Kotak Dus Roll Cake / Kotak Spiku / Kotak Bolu Gulung / Kotak Brownis / Cake Box / Dus Bolu;Coklat muda,30 x 9,5 x 7,5;
lain-034-6;Kotak Dus Roll Cake / Kotak Spiku / Kotak Bolu Gulung / Kotak Brownis / Cake Box / Dus Bolu;Hijau,30 x 9,5 x 7,5;
lain-035-1;Box Roll Cake / Box Brownis / Box Toples mini / Box Souvenir / Box Mika Tali;Gold,28x11x10;
lain-035-2;Box Roll Cake / Box Brownis / Box Toples mini / Box Souvenir / Box Mika Tali;Merah,28x11x10;
lain-035-3;Box Roll Cake / Box Brownis / Box Toples mini / Box Souvenir / Box Mika Tali;Putih,28x11x10;
lain-036-1;Notebook / Sketchbook Notebook / Notebook Spiral / Notebook Aesthetic / Notebook Hardcover / Buku Memo / Buku Catatan mini motif-kraft / Diary book / Buku agenda;Softcover,10,5x16 (80lbr);
lain-036-2;Notebook / Sketchbook Notebook / Notebook Spiral / Notebook Aesthetic / Notebook Hardcover / Buku Memo / Buku Catatan mini motif-kraft / Diary book / Buku agenda;Softcover,10,5x16 (50lbr);
lain-036-3;Notebook / Sketchbook Notebook / Notebook Spiral / Notebook Aesthetic / Notebook Hardcover / Buku Memo / Buku Catatan mini motif-kraft / Diary book / Buku agenda;Hardcover,10,5x16 (50lbr);
lain-036-4;Notebook / Sketchbook Notebook / Notebook Spiral / Notebook Aesthetic / Notebook Hardcover / Buku Memo / Buku Catatan mini motif-kraft / Diary book / Buku agenda;Hardcover,10,5x16 (80lbr);
lain-037-1;Box Hampers / Hardbox / Box Hampers Valentine / Kado Valentine / Kotak Kado;Boneka Bear,Paperbag mini;
lain-037-2;Box Hampers / Hardbox / Box Hampers Valentine / Kado Valentine / Kotak Kado;Jilbab,Kartu Ucapan;
lain-037-3;Box Hampers / Hardbox / Box Hampers Valentine / Kado Valentine / Kotak Kado;Jilbab,Paperbag mini;
lain-037-4;Box Hampers / Hardbox / Box Hampers Valentine / Kado Valentine / Kotak Kado;Notebook,Kartu Ucapan;
lain-037-5;Box Hampers / Hardbox / Box Hampers Valentine / Kado Valentine / Kotak Kado;Notebook,Paperbag mini;
lain-037-6;Box Hampers / Hardbox / Box Hampers Valentine / Kado Valentine / Kotak Kado;Hardbox,Kartu Ucapan;
lain-037-7;Box Hampers / Hardbox / Box Hampers Valentine / Kado Valentine / Kotak Kado;Hardbox,Paperbag mini;
lain-037-8;Box Hampers / Hardbox / Box Hampers Valentine / Kado Valentine / Kotak Kado;Boneka Bear,Kartu Ucapan;
lain-038-1;Kotak Cupcake isi 4 / Kotak Muffin / Kotak Souvenir/ Kotak motif tenteng / Kotak kue ulang tahun mini / Kotak motif polka;Biru,Cup isi 4;
lain-038-2;Kotak Cupcake isi 4 / Kotak Muffin / Kotak Souvenir/ Kotak motif tenteng / Kotak kue ulang tahun mini / Kotak motif polka;Pink,Cup isi 4;
pt-001-1;(100pcs) Cup Kentang A Polos (LAMINASI);Kraft (Coklat Polos),Laminasi;
pt-001-2;(100pcs) Cup Kentang A Polos (LAMINASI);Putih,Laminasi;
pt-002-1;(100 pcs) Box Toast SMALL (KECIL) LAMINASI;Putih,Laminasi;
pt-002-2;(100 pcs) Box Toast SMALL (KECIL) LAMINASI;Kraft (Coklat Polos),Laminasi;
pt-003-1;(100 pcs) Box Toast SMALL (KECIL) NON LAMINASI;Putih,Non Laminasi;
pt-003-2;(100 pcs) Box Toast SMALL (KECIL) NON LAMINASI;Kraft (Coklat Polos),Non Laminasi;
pt-004-1;(20Pcs) Box Popcorn;Putih,20Pcs;
pt-004-2;(20Pcs) Box Popcorn;FoodieMaroon/Magenta,20Pcs;
pt-004-3;(20Pcs) Box Popcorn;Foodie Hijau Botol,20Pcs;
pt-004-4;(20Pcs) Box Popcorn;Foodie Orange,20Pcs;
pt-004-5;(20Pcs) Box Popcorn;Foodie Hitam,20Pcs;
pt-005-1;Termurah Box Corndog / Box Brownies;Kraft,50Pcs;
pt-005-10;Termurah Box Corndog / Box Brownies;FoodieMaroon/Magenta,25Pcs;
pt-005-11;Termurah Box Corndog / Box Brownies;Foodie Hitam,50Pcs;
pt-005-12;Termurah Box Corndog / Box Brownies;Foodie Hijau Botol,25Pcs;
pt-005-2;Termurah Box Corndog / Box Brownies;FoodieMaroon/Magenta,50Pcs;
pt-005-3;Termurah Box Corndog / Box Brownies;Foodie Orange,50Pcs;
pt-005-4;Termurah Box Corndog / Box Brownies;Foodie Orange,25Pcs;
pt-005-5;Termurah Box Corndog / Box Brownies;Putih,25Pcs;
pt-005-6;Termurah Box Corndog / Box Brownies;Foodie Hitam,25Pcs;
pt-005-7;Termurah Box Corndog / Box Brownies;Foodie Hijau Botol,50Pcs;
pt-005-8;Termurah Box Corndog / Box Brownies;Kraft,25Pcs;
pt-005-9;Termurah Box Corndog / Box Brownies;Putih,50Pcs;
pt-006-1;(100pcs) Cup Kentang C Motif / Papertray Large;Motif S. Premium;
pt-006-2;(100pcs) Cup Kentang C Motif / Papertray Large;FoodieMagenta/maroon;
pt-006-3;(100pcs) Cup Kentang C Motif / Papertray Large;Foodie Hijau Botol;
pt-006-4;(100pcs) Cup Kentang C Motif / Papertray Large;Foodie Orange;
pt-006-5;(100pcs) Cup Kentang C Motif / Papertray Large;Foodie Hitam;
pt-006-6;(100pcs) Cup Kentang C Motif / Papertray Large;Doodle Biru;
pt-006-7;(100pcs) Cup Kentang C Motif / Papertray Large;Doodle Hitam;
pt-007-1;(100pcs) Cup Kentang D Motif / Paper Tray Xtra Large;Foodie Biru;
pt-007-2;(100pcs) Cup Kentang D Motif / Paper Tray Xtra Large;Foodie Orange;
pt-007-3;(100pcs) Cup Kentang D Motif / Paper Tray Xtra Large;Medsos Biru;
pt-007-4;(100pcs) Cup Kentang D Motif / Paper Tray Xtra Large;Foodie Maroon;
pt-007-5;(100pcs) Cup Kentang D Motif / Paper Tray Xtra Large;Doodle Biru;
pt-007-6;(100pcs) Cup Kentang D Motif / Paper Tray Xtra Large;Medsos Hitam;
pt-007-7;(100pcs) Cup Kentang D Motif / Paper Tray Xtra Large;Foodie Hijau Botol;
pt-007-8;(100pcs) Cup Kentang D Motif / Paper Tray Xtra Large;Medsos Magenta;
pt-007-9;(100pcs) Cup Kentang D Motif / Paper Tray Xtra Large;Doodle Hitam;
pt-008-1;Kotak Pizza Memanjang Slidding Box;Ramadhan Hitam,50 pcs;
pt-008-10;Kotak Pizza Memanjang Slidding Box;Ramandhan Hijau,20 pcs;
pt-008-11;Kotak Pizza Memanjang Slidding Box;FoodieHitam Laminasi,50 pcs;
pt-008-12;Kotak Pizza Memanjang Slidding Box;Hitam Laminasi,50 pcs;
pt-008-13;Kotak Pizza Memanjang Slidding Box;Kraft Laminasi,20 pcs;
pt-008-14;Kotak Pizza Memanjang Slidding Box;Ivory Laminasi,50 pcs;
pt-008-15;Kotak Pizza Memanjang Slidding Box;Biru Laminasi,20 pcs;
pt-008-16;Kotak Pizza Memanjang Slidding Box;Magenta Laminasi,50 pcs;
pt-008-17;Kotak Pizza Memanjang Slidding Box;Ivory Laminasi,20 pcs;
pt-008-18;Kotak Pizza Memanjang Slidding Box;Orange Laminasi,50 pcs;
pt-008-19;Kotak Pizza Memanjang Slidding Box;Hijau Botol Laminasi,20 pcs;
pt-008-2;Kotak Pizza Memanjang Slidding Box;Ivory Tanpa Laminasi,20 pcs;
pt-008-20;Kotak Pizza Memanjang Slidding Box;Ramadhan Magenta,50 pcs;
pt-008-21;Kotak Pizza Memanjang Slidding Box;Kraft Laminasi,50 pcs;
pt-008-22;Kotak Pizza Memanjang Slidding Box;Ivory Tanpa Laminasi,50 pcs;
pt-008-23;Kotak Pizza Memanjang Slidding Box;Ramandhan Hijau,50 pcs;
pt-008-24;Kotak Pizza Memanjang Slidding Box;Hijau Botol Laminasi,50 pcs;
pt-008-3;Kotak Pizza Memanjang Slidding Box;Hitam Laminasi,20 pcs;
pt-008-4;Kotak Pizza Memanjang Slidding Box;Ramadhan Magenta,20 pcs;
pt-008-5;Kotak Pizza Memanjang Slidding Box;Orange Laminasi,20 pcs;
pt-008-6;Kotak Pizza Memanjang Slidding Box;Biru Laminasi,50 pcs;
